id_municipio,grupo,alvo_alfabetizado
3508306,5,0.7755102040816326
3508405,4,0.6452095808383234
3508603,5,0.4148471615720524
3508702,5,0.7073170731707317
3509007,4,0.5248780487804878
3509452,4,0.4307692307692308
3509700,4,0.5701357466063348
3510005,5,0.6791044776119403
3510153,4,0.7931034482758621
3510302,4,0.4753521126760563
3510807,5,0.6221198156682027
3511102,4,0.7058029689608637
3511607,4,0.5113636363636364
3511904,4,0.5454545454545454
3512209,4,0.5548961424332344
3512803,4,0.5954631379962193
3512902,4,0.5588235294117647
3513504,4,0.45105215004574567
3513702,4,0.8068669527896996
3514106,4,0.5742971887550201
3514403,5,0.6269113149847095
3514502,5,0.7727272727272727
3514601,4,0.6436781609195402
3514809,4,0.7529411764705882
3515202,5,0.5949367088607594
3516309,4,0.5097222222222222
3516408,4,0.4838169642857143
3516853,5,0.7377049180327869
3517208,4,0.6031746031746031
3517604,5,0.6041666666666666
3518404,4,0.5597345132743363
3519303,4,0.6928934010152284
3519600,4,0.49510763209393344
3520103,4,0.5598086124401914
3520442,5,0.8038277511961722
3521002,4,0.4421052631578947
3521309,4,0.6433566433566433
3522109,4,0.48412083656080557
3522901,4,0.5306122448979592
3523206,4,0.5329218106995884
3523701,4,0.8125
3524105,5,0.5017543859649123
3524303,4,0.5835189309576837
3524402,4,0.5192965315095261
3524709,4,0.7032967032967034
3525706,4,0.59375
3526605,5,0.4578313253012048
3526803,4,0.6359143327841845
3526902,4,0.6321649484536083
3527009,4,0.6103896103896104
3527207,4,0.4801829268292683
3527405,5,0.6842105263157895
3528007,5,0.6263736263736264
3528304,5,0.9393939393939394
3528809,5,0.9090909090909091
3529203,5,0.6321243523316062
3529500,5,0.7846153846153846
3529609,5,0.6739130434782609
3529708,4,0.3096774193548387
3529906,4,0.6478260869565218
3530706,4,0.6365655070318282
3530904,5,0.75
3531407,4,0.6818181818181818
3532157,5,0.375
3532702,4,0.8070175438596491
3532827,4,0.6146788990825688
3533205,5,0.8888888888888888
3533502,4,0.7535014005602241
3535606,5,0.5846994535519126
3535804,5,0.4339622641509434
3536505,4,0.6192307692307693
3536703,4,0.465
3536802,5,0.4878048780487805
3537008,5,0.5176470588235295
3537156,5,0.6774193548387096
3537404,5,0.8390243902439024
3537503,5,0.673469387755102
3538105,5,0.6283185840707964
3538501,5,0.7011494252873564
3538600,5,0.5740072202166066
3538808,5,0.7153024911032029
3539400,5,0.4411764705882353
3539509,5,0.672566371681416
3540002,5,0.6058823529411764
3540408,5,0.8
